"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"19",18,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,19,3,"AI",1,"100% of the time",100,"Henry stating that he looked at the photographs indicates that this might not be something he always does when he goes to photo exhibits. Normally, however, one would expect that he looks at the photographs 100% of the time, as that is typically the main purpose for attending an exhibit.",NA,"high"
"20",19,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,19,5,"AI",1,"100% of the time",100,"As Henry often goes to art exhibitions and has this time, in particular, bought a photograph, we can assume that he always looks at photographs when attending photo exhibits, as this is implied by interest and his behaviour.",NA,"high"
"21",20,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,2,3,"AI",1,"100% of the time",100,"The fact that David mentioned Mary eating at the restaurant implies it is not always the case, however, it is normal behavior to eat when visiting a restaurant, so we can assume she does it each time.",NA,"high"
"22",21,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,2,5,"AI",1,"100% of the time",100,"It's typical behavior to eat when visiting a restaurant, so it's probable that Mary eats every time she goes to one, even though David doesn't mention it in this particular instance.",NA,"high"
"23",22,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,20,3,"AI",1,"100% of the time",100,"Helen specifically mentioning the action of locking her car after parking implies that she does not always do it although commonly, to keep their cars secure, people lock them every time after parking.",NA,"high"
"24",23,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,20,5,"AI",1,"100% of the time",100,"Usually, people always lock their cars after parking for security reasons, although it's not explicitly mentioned in the scenario.",NA,"high"
"25",24,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,21,3,"AI",1,"100% of the time",100,"Since choosing toppings is a typical part of ordering a pizza, it can generally be assumed that he does this every time. Gary mentioning to Stephanie that he picked the toppings could be interpreted as somewhat unusual, but it's more likely he was just sharing a normal aspect of the process.",NA,"high"
"26",25,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,21,5,"AI",1,"100% of the time",100,"It's common for people to select their preferred toppings when ordering pizza but in the context provided, there's no specific information about Gary's topping choices. However, it's safe to assume based on typical behavior that he does so all the time.",NA,"high"
"27",26,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,22,3,"AI",1,"100% of the time",100,"Based on the context, it is likely that rinsing is part of Julia's dishwashing routine. However, she makes a point of mentioning it to Justin, which might imply that rinsing isn't always done, even though it should be part of any dishwashing routine.",NA,"high"
"28",27,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,22,5,"AI",1,"100% of the time",100,"Despite the fact that there is no direct information about Julia rinsing the dishes, it could be assumed that she would rinse them 100% of the time, given that rinsing is a typical part of washing dishes.",NA,"high"
"29",28,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,23,3,"AI",1,"100% of the time",100,"Considering it's impossible to take books home from a library without checking them out, and Emma's statement suggests it's a practice she follows, it can be assumed that Emma checks out books 100% of the time when getting them from the library.",NA,"high"
"30",29,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,23,5,"AI",1,"100% of the time",100,"It's a standard procedure that one must check out the books to borrow them from a library. Hence, if Emma borrows books from the library, it's reasonable to assume she does it every time.",NA,"high"
"31",30,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,24,3,"AI",1,"100% of the time",100,"The fact that Logan specifically mentioned using detergent may suggest that it's not something he always does when he does laundry. However, detergent is typically used every time laundry is done, so it is possible he now does it always.",NA,"high"
"32",31,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,24,5,"AI",1,"100% of the time",100,"Although it's not specifically stated in the context, using detergent when doing laundry is a common practice and an essential part of most laundry routines. Therefore, it can be reasonably assumed that Logan uses detergent 100% of the time.",NA,"high"
"33",32,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,3,3,"AI",1,"100% of the time",100,"Jim throwing away the can is likely part of his usual routine when feeding the dog; however, the fact that Lucy mentioned it suggests that it might not always happen.",NA,"high"
"34",33,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,3,5,"AI",1,"100% of the time",100,"Throwing away a can after feeding a pet is a standard part of the process, suggesting that Jim would typically do this every time he feeds the dog. However, the context does not provide specific information about this.",NA,"high"
"35",34,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,4,3,"AI",1,"100% of the time",100,"The fact that Don specifically pointed out to Beth that Jane had bought a subway ticket suggests that perhaps it's not a usual occurrence, although it's expected when taking public transportation.",NA,"high"
"36",35,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,4,5,"AI",1,"100% of the time",100,"Transit systems generally require the purchase of a ticket to ride. Although the text does not specify, Jane would logically need to buy a ticket every time she uses the subway to avoid penalties.",NA,"high"
"37",36,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,5,3,"AI",1,"100% of the time",100,"Annie's comment about Rick closing the fuel cap might indicate that Rick doesn't always do this, as normally this is a common practice and wouldn't be notable enough to mention.",NA,"high"
"38",37,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,5,5,"AI",1,"100% of the time",100,"Even though the context doesn't specifically mention Rick closing the fuel cap, it is a common and necessary practice to close it after fueling up. Therefore, it can be assumed that Rick closes the fuel cap each time he fuels up.",NA,"high"
"39",38,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,7,3,"AI",1,"100% of the time",100,"Rachel noted this detail to Oliver, suggesting that it's probably not a given that Brian always gets off at his stop, even though this is the typical behavior when taking the train.",NA,"high"
"40",39,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,7,5,"AI",1,"100% of the time",100,"Since Brian commutes using the train most mornings, it's reasonable to assume he usually gets off at his appropriate stop. There's no indication to suggest otherwise.",NA,"high"
"41",40,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,8,3,"AI",1,"100% of the time",100,"In order to lock the house or return home, Laura would need to grab her house keys. Dustin mentioned this rather commonplace occurrence to Courtney, implying that Laura might not always grab her keys.",NA,"high"
"42",41,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,8,5,"AI",1,"100% of the time",100,"It's reasonable to assume that Laura takes her house keys every time she leaves for work, even though the context doesn't specifically mention this. It's a common practice for people to take their keys when they leave their homes.",NA,"high"
"43",42,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,9,3,"AI",1,"100% of the time",100,"Sarah's statement indicates that Bruce getting examined by the doctor was noteworthy, suggesting that it doesn't always occur when he goes to the medical practice. However, based on common knowledge, people typically expect a doctor's examination during medical appointments.",NA,"high"
"44",43,"2024-04-17_11-49_gpt-4_t-1_few_shot_fr_misleading_high","gpt-4","few_shot",1,9,5,"AI",1,"100% of the time",100,"It is typical that when someone goes to a medical practice, they are being examined by a doctor. The fact that Bruce was wearing a heart rate monitor further indicates this was likely the case here.",NA,"high"
"45",0,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,10,1,"AI",1,"90% of the time",90,"Given that Olivia pays a lot of attention to her hair, it is very likely that she uses shampoo regularly when washing it.",NA,"high"
"46",1,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,11,1,"AI",1,"100% of the time",100,"Jumping out of a plane is the main part of skydiving, hence Jared would always do this when going skydiving.",NA,"high"
"47",2,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,12,1,"AI",1,"95% of the time",95,"Given that Amy enjoys writing letters to people she's close to and has been known to discuss these letters, it's more than likely that she often mails them after writing them.",NA,"high"
"48",3,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,13,1,"AI",1,"100% of the time",100,"Given Adam’s bus stop is only a few blocks from his house, it's very likely that he always walks to the bus stop when taking the bus to work in the morning.",NA,"high"
"49",4,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,14,1,"AI",1,"70% of the time",70,"As Esther enjoys going clothes shopping, it is likely she often tries on clothing before purchasing. However, it may not be every time as she sometimes may not find anything she likes or simply is browsing.",NA,"high"
"50",5,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,15,1,"AI",1,"100% of the time",100,"Boiling the pasta in water is a necessary step in making pasta dishes, so someone like Nick who enjoys making these dishes would always do this.",NA,"high"
"51",6,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,16,1,"AI",1,"95% of the time",95,"As a someone who enjoys baking, Grace would likely know the importance of pre-heating the oven, and thus it can be assumed she does this nearly every time she bakes a cake.",NA,"high"
"52",7,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,17,1,"AI",1,"100% of the time",100,"Nowdays a cell phone is a major necessity for most people and someone frequently traveling would carry their phone almost always, hence Greg probably always carries his phone on board with him.",NA,"high"
"53",8,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,18,1,"AI",1,"100% of the time",100,"Scissors are the standard tool for cutting hair. Since Sandy cuts her own hair regularly, she would always use scissors.",NA,"high"
"54",9,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,19,1,"AI",1,"100% of the time",100,"When someone goes to a photo exhibition, the main kind of art on display is photography, which means that Henry would look at photographs every time he goes.",NA,"high"
"55",10,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,2,1,"AI",1,"90% of the time",90,"Since the context mentions that Mary often goes to restaurants, it is reasonable to assume she usually eats when visiting restaurants, although there might be times when she just meets someone or picks up a takeaway.",NA,"high"
"56",11,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,20,1,"AI",1,"95% of the time",95,"Locking a car is a common precaution that most people take after parking it to prevent theft. Hence, it is highly probable that Helen would very often lock her car after parking it.",NA,"high"
"57",12,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,21,1,"AI",1,"80% of the time",80,"Given that Gary often orders pizza, he probably usually picks his own toppings. However, there is a possibility he occasionally chooses a predefined pizza type from the menu.",NA,"high"
"58",13,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,22,1,"AI",1,"85% of the time",85,"Since Julia is conscientious about washing dishes to avoid annoying her roommates, it's likely she also rinses them most of the time to ensure they're clean. However, because rinsing wasn't explicitly mentioned, it's possible she might occasionally skip it.",NA,"high"
"59",14,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,23,1,"AI",1,"100% of the time",100,"In order to borrow books from the library, one must check out the books before leaving. Therefore, we can confidently assume that Emma always checks out books she intends to borrow.",NA,"high"
"60",15,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,24,1,"AI",1,"95% of the time",95,"Using detergent is usually a necessity when doing laundry, hence Logan likely does this with most of his loads, especially having recently started doing his own laundry.",NA,"high"
"61",16,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,3,1,"AI",1,"95% of the time",95,"It's common practice to dispose of dog food cans after use to maintain a clean living space. It's likely that Jim throws the can away most of the time after feeding the dog.",NA,"high"
"62",17,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,4,1,"AI",1,"95% of the time",95,"It is normal to purchase a ticket when taking public transportation like the subway. There are occasions when passengers may use a prepaid card or pass, but a form of fare is generally required.",NA,"high"
"63",18,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap after refueling is a standard procedure for driving safety. As Rick frequents the gas station, he would be familiar with this habit.",NA,"high"
"64",19,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,7,1,"AI",1,"100% of the time",100,"Since Brian uses the train for commuting, it can be assumed that he always gets off at his stop when taking the train.",NA,"high"
"65",20,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,8,1,"AI",1,"100% of the time",100,"House keys are required to lock a house when leaving and to re-enter the house, so it's safe to assume that Laura would always take her house keys when leaving for work.",NA,"high"
"66",21,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,9,1,"AI",1,"90% of the time",90,"It's reasonable to assume that when one visits a medical practice, usually it's to get examined by a doctor. So, in most cases, Bruce would get examined when he goes to the practice.",NA,"high"
"67",0,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,1,3,"AI",1,"100% of the time",100,"It is expected that John would pay the cashier every time he purchases groceries in order to adhere to legal and societal norms. The fact that Susan pointed it out could mean either it was in jest or surprise, but the general rule is to pay for goods in a store.",NA,"low"
"68",1,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,1,5,"AI",1,"100% of the time",100,"It's common behavior and legally required for people to pay for items when they go shopping. Since the text doesn't mention John stealing or not paying, it's safe to assume he pays every time.",NA,"low"
"69",2,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,11,3,"AI",1,"100% of the time",100,"Skydiving by definition involves jumping out of a plane, so it can be assumed that Jared does so every time he goes for a skydiving course. Stella's comment might indicate surprise, but likely because the act of skydiving itself is thrilling and risky.",NA,"low"
"70",3,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,11,5,"AI",1,"100% of the time",100,"Jumping out of the plane is an integral part of skydiving. Therefore, Jared likely jumps out of the plane every time he goes skydiving. However, he may not always be the first one to jump, which could be why Stella found it noteworthy.",NA,"low"
"71",4,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,12,3,"AI",1,"100% of the time",100,"Generally, people mail a letter after they write it in order to reach its destination. Also, the fact that Steve mentioned that Amy had mailed the letter may mean that he wanted to assure Michelle that the letter is on its way.",NA,"low"
"72",5,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,12,5,"AI",1,"100% of the time",100,"Since the context does not specify Amy's behavior after writing a letter, it can be assumed that, like most people, she mails it 100% of the time. There is no indication that Amy writes letters without sending them.",NA,"low"
"73",6,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,13,3,"AI",1,"100% of the time",100,"Given that the bus stop is just a few blocks from his house and he mentions it to his friend, it's reasonable to assume he typically walks there. It's worth mentioning though, since he pointed out he walked, it might not be his everyday routine.",NA,"low"
"74",7,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,13,5,"AI",1,"100% of the time",100,"Since the bus is Adam's usual means of transportation to work, and he lives a few blocks away from the bus stop, he likely walks there every time.",NA,"low"
"75",8,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,14,3,"AI",1,"100% of the time",100,"In this scenario, George specifically states that Esther has tried something on, indicating that it's an unusual behavior for her during clothes shopping. Yet, to come to a definitive conclusion, one can assume that she frequently tries clothes on since it is a common practice while shopping.",NA,"low"
"76",9,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,14,5,"AI",1,"100% of the time",100,"The context given does not explicitly describe Esther's behavior when trying on clothes during shopping. However, based on the assumption that people often try on clothes when shopping, it can be inferred that Esther likely does this almost all the time.",NA,"low"
"77",10,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,15,3,"AI",1,"100% of the time",100,"Boiling pasta in water is the common method of preparing it. The fact that Nick stated it to Clara can be assumed as stating the obvious or an effort to engage in conversation.",NA,"low"
"78",11,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,15,5,"AI",1,"100% of the time",100,"Although the context doesn't specifically mention boiling, it's generally understood that pasta needs to be boiled to be properly prepared for serving indeed, this appears to be standard procedure in making pasta.",NA,"low"
"79",12,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,16,3,"AI",1,"100% of the time",100,"Preheating the oven is a common step in baking. The fact that Grace mentioned it suggests she would regularly do this when baking a cake.",NA,"low"
"80",13,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,16,5,"AI",1,"100% of the time",100,"The context doesn't provide direct information about how often Grace preheats the oven. However, preheating the oven is a standard step in baking, so we can assume that Grace does this every time she bakes a cake.",NA,"low"
"81",14,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,17,3,"AI",1,"100% of the time",100,"People usually always take their cell phones with them when traveling, especially by plane. Greg's statement of bringing his phone could have been just a part of the conversation and not necessarily an oddity or unique event.",NA,"low"
"82",15,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,17,5,"AI",1,"100% of the time",100,"While it is not explicitly mentioned in the text, it is common practice for people to carry their cellphones with them at all times, including when flying on a plane. Therefore, we can assume that Greg likely brings his cellphone on board all the time.",NA,"low"
"83",16,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,18,3,"AI",1,"100% of the time",100,"Given that scissors are a typical tool for hair cutting, it's likely that Sandy uses them every time she cuts her hair. Even though she mentioned using scissors, which may be surprising to some, in the context of cutting hair it appears quite standard.",NA,"low"
"84",17,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,18,5,"AI",1,"100% of the time",100,"Sandy cuts her own hair, and the most common tool for doing so is scissors. She doesn't mention using any other method or tool, leading to the assumption she uses scissors every time.",NA,"low"
"85",18,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,19,3,"AI",1,"100% of the time",100,"Given that he goes to photo exhibits, it's reasonable to assume that Henry always looks at the photographs. The fact that he specifically mentioned it to Max suggests that this was something significant about this particular visit, but it doesn't imply that he normally avoids looking at the art.",NA,"low"
"86",19,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,19,5,"AI",1,"100% of the time",100,"Given that Henry often goes to art exhibitions, it is natural to assume he looks at photographs when going to a photo exhibit. The fact that he bought one indicates he engaged with the artwork.",NA,"low"
"87",20,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,2,3,"AI",1,"100% of the time",100,"David mentioned that Mary ate at the Chinese restaurant as if it was unexpected or uncommon. However, people usually go to restaurants to eat. Therefore, we can assume Mary does the same most of the time when she visits restaurants.",NA,"low"
"88",21,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,2,5,"AI",1,"100% of the time",100,"The context implies that Mary generally goes to restaurants after interviews, likely for meals. But the fact that David emphasized that she got to see the kitchen, suggests this is uncommon, and not related to her usual dining habits.",NA,"low"
"89",22,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,20,3,"AI",1,"100% of the time",100,"People typically lock their cars after parking to prevent theft or vandalism. However, given that Helen announced it to Peter, it may suggest that doing so is not a frequent action for her, although it would be expected to lock the car under usual circumstances.",NA,"low"
"90",23,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,20,5,"AI",1,"100% of the time",100,"Although the context doesn't provide specific information about Helen locking her car, it is generally expected that people lock their parked cars for security. Therefore, it's reasonable to assume Helen does this too, every time she parks her car.",NA,"low"
"91",24,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,21,3,"AI",1,"100% of the time",100,"Given that people typically select their own pizza toppings, and there isn't any provided context suggesting otherwise, it is likely that Gary always picks his toppings when he's ordering pizza.",NA,"low"
"92",25,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,21,5,"AI",1,"100% of the time",100,"It's commonly understood that when someone orders a pizza, they usually choose the toppings to their preference. There's no information in the context implying otherwise in Gary's case, therefore, it would be safe to say that he chooses his toppings all of the time.",NA,"low"
"93",26,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,22,3,"AI",1,"100% of the time",100,"Julia's emphasis on having rinsed the dishes suggests that this is a regular part of her dishwashing routine. The fact that she mentioned it to Justin implies that rinsing the dishes is a necessary step she takes when washing up.",NA,"low"
"94",27,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,22,5,"AI",1,"100% of the time",100,"Generally, when people wash dishes, rinsing is a necessary part of the process. Therefore, we can assume that Julia usually rinses the dishes each time she washes them.",NA,"low"
"95",28,"2024-04-17_11-51_gpt-4_t-1_few_shot_fr_misleading_low","gpt-4","few_shot",1,23,3,"AI",1,"100% of the time",100,"Emma has to check out the books at library in order to borrow them. Therefore, she checks out the books every time when getting them from the library.",NA,"low"
