"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"11",10,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,15,3,"AI",1,"100% of the time",100,"Boiling pasta in water is a standard cooking method for preparing pasta dishes.",NA,"high"
"12",11,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,15,5,"AI",1,"100% of the time",100,"Boiling pasta in water is a necessary step to prepare pasta dishes, so Nick would do it every time he makes pasta dishes.",NA,"high"
"13",12,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,16,3,"AI",1,"95% of the time",95,"Pre-heating the oven is a standard step in baking a cake to ensure that it cooks properly, so Grace likely pre-heats the oven almost every time she bakes.",NA,"high"
"14",13,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,16,5,"AI",1,"95% of the time",95,"Pre-heating the oven is a standard step in baking a cake to ensure it bakes properly, so Grace most likely pre-heats the oven almost every time she bakes a cake.",NA,"high"
"15",14,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,17,3,"AI",1,"90% of the time",90,"Carrying a cell phone is common practice for most people when flying, as it is essential for communication and emergencies.",NA,"high"
"16",15,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,17,5,"AI",1,"90% of the time",90,"Carrying a cell phone is a common practice for most individuals, especially while traveling by air for convenience, entertainment, and communication purposes.",NA,"high"
"17",16,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,18,3,"AI",1,"100% of the time",100,"Cutting hair always involves using scissors, so Sandy would always use scissors when cutting her own hair.",NA,"high"
"18",17,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,18,5,"AI",1,"100% of the time",100,"Cutting hair typically involves the use of scissors, so it is very likely that Sandy uses scissors every time she cuts her hair.",NA,"high"
"19",18,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,19,3,"AI",1,"100% of the time",100,"Looking at the photographs is the main activity at a photography exhibition, so it can be assumed that Henry always does this when he attends one.",NA,"high"
"20",19,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,19,5,"AI",1,"80% of the time",80,"Looking at photographs is a common activity when attending a photo exhibit, as it is the main focus and reason for visiting such an event.",NA,"high"
"21",20,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,2,3,"AI",1,"100% of the time",100,"Eating at a restaurant is the main reason people go there, so it can be assumed that Mary eats every time she goes to a restaurant.",NA,"high"
"22",21,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,2,5,"AI",NA,"100% of the time",100,"Eating is the primary purpose of going to a restaurant, so it can be assumed that Mary always eats when going to a restaurant.",NA,"high"
"23",22,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,20,3,"AI",1,"100% of the time",100,"It is a common safety practice to lock one's car after parking it, so it is safe to assume that Helen would lock her car every time.",NA,"high"
"24",23,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,20,5,"AI",NA,"100% of the time",100,"Locking her car is a common safety habit, especially in a public parking lot.",NA,"high"
"25",24,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,21,3,"AI",1,"90% of the time",90,"Choosing the toppings is a key part of customizing a pizza to one's preference, so it is likely that Gary picks the toppings almost every time he orders pizza.",NA,"high"
"26",25,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,21,5,"AI",1,"90% of the time",90,"Picking the toppings is a common and personalized step when ordering pizza, so it is likely that Gary chooses his toppings most of the time.",NA,"high"
"27",26,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,22,3,"AI",1,"100% of the time",100,"Rinsing dishes is a common practice after washing them to ensure there is no soap residue left.",NA,"high"
"28",27,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,22,5,"AI",1,"100% of the time",100,"Julia mentioned polishing the dishes after doing them, indicating that she always completes the task by rinsing them.",NA,"high"
"29",28,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,23,3,"AI",1,"100% of the time",100,"Emma would need to check out the books from the library in order to borrow them, as checking them out is a necessary step to take the books home.",NA,"high"
"30",29,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,23,5,"AI",1,"100% of the time",100,"Checking out books is an essential part of borrowing books from the library, so it can be assumed that Emma always checks out the books when getting them from the library.",NA,"high"
"31",30,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,24,3,"AI",1,"100% of the time",100,"Using detergent is an essential step in doing laundry to ensure cleanliness, so Logan likely uses detergent every time he does his laundry.",NA,"high"
"32",31,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,24,5,"AI",1,"100% of the time",100,"Using detergent is a standard practice when doing laundry to clean clothes effectively. It is highly unlikely for Logan to skip this essential step in the laundry process.",NA,"high"
"33",32,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,3,3,"AI",1,"100% of the time",100,"It is a common practice to throw away the empty can after feeding a pet to maintain cleanliness and hygiene.",NA,"high"
"34",33,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,3,5,"AI",1,"95% of the time",95,"Jim likely throws away the can after feeding the dog, as it is a common practice to dispose of empty food containers after use to keep the space clean and organized.",NA,"high"
"35",34,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,4,3,"AI",1,"100% of the time",100,"Buying a subway ticket is a necessary step to access the subway system, so Jane would buy a ticket every time she takes the subway.",NA,"high"
"36",35,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,4,5,"AI",1,"100% of the time",100,"Buying a ticket is a necessary step to take the subway, so Jane would do it every time she takes the subway.",NA,"high"
"37",36,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,5,3,"AI",1,"95% of the time",95,"Closing the fuel cap is a common and basic safety measure one would almost always do after fueling up at a gas station.",NA,"high"
"38",37,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,5,5,"AI",1,"100% of the time",100,"Closing the fuel cap is a standard step after fueling up to prevent gas leaks and potential hazards.",NA,"high"
"39",38,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,7,3,"AI",1,"100% of the time",100,"Brian always gets off at his stop when taking the train because that's the purpose of his commute - to reach his destination.",NA,"high"
"40",39,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,7,5,"AI",1,"100% of the time",100,"Brian always gets off at his stop because that is the purpose of taking the train - to reach his intended destination.",NA,"high"
"41",40,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,8,3,"AI",1,"100% of the time",100,"It is a common habit for individuals to always bring their house keys when leaving for work, as they are essential for locking the house.",NA,"high"
"42",41,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,8,5,"AI",1,"100% of the time",100,"It is common for people to bring their house keys when leaving the house, especially when they have responsibilities like going to work.",NA,"high"
"43",42,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,9,3,"AI",1,"100% of the time",100,"It is common practice for individuals to receive an examination when they visit a medical practice, especially if they are going there for a check-up or a specific medical concern. The purpose of a visit to a medical practice often involves receiving an examination by a doctor.",NA,"high"
"44",43,"2024-04-21_15-26_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_HIGH","gpt-3.5-turbo","few_shot",1,9,5,"AI",1,"100% of the time",100,"Getting examined by the doctor is the main reason for going to the medical practice, so Bruce would likely undergo the examination every time he visits.",NA,"high"
"45",1,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,10,1,"AI",1,"100% of the time",100,"Using shampoo is a standard part of washing hair for cleanliness and maintenance, so it is safe to assume Olivia always uses shampoo.",NA,"high"
"46",2,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,11,1,"AI",1,"100% of the time",100,"Skydiving inherently involves jumping out of a plane, so Jared would do it every time he goes skydiving.",NA,"high"
"47",3,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,12,1,"nan",NA,"80% of the time",80,"Given Amy's enjoyment in writing letters, it is likely that she mails them most of the time to ensure they reach the intended recipients and share her thoughts and sentiments effectively.",NA,"high"
"48",4,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,13,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to walk to their bus stop when commuting by bus, hence it is highly likely that Adam walks to the bus stop every morning when taking the bus.",NA,"high"
"49",5,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,14,1,"AI",1,"90% of the time",90,"Trying on clothes is a common practice to ensure the fit and style are suitable before making a purchase, especially when shopping with friends.",NA,"high"
"50",6,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,15,1,"nan",NA,"100% of the time",100,"Boiling pasta in water is a crucial step in the process of making pasta dishes, so it can be assumed that Nick would always boil the pasta when making it.",NA,"high"
"51",7,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,16,1,"AI",1,"100% of the time",100,"Pre-heating the oven is a common step before baking, necessary for achieving the desired temperature for the cake to cook properly.",NA,"high"
"52",8,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,17,1,"AI",1,"90% of the time",90,"Most people carry their cell phones with them at all times, including on flights, for communication and entertainment purposes. Hence, Greg likely carries his cell phone on board with him most of the time when flying on a plane.",NA,"high"
"53",9,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,18,1,"AI",1,"100% of the time",100,"It is common knowledge that scissors are necessary for cutting hair, so Sandy would most likely use scissors every time she cuts her own hair.",NA,"high"
"54",10,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,19,1,"AI",1,"100% of the time",100,"It is a common expectation that visitors to art exhibitions will spend time looking at the photographs on display, as this is the main reason for attending such events.",NA,"high"
"55",11,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,2,1,"AI",1,"100% of the time",100,"It is expected that when someone goes to a restaurant, they usually eat there unless they explicitly mention they are going just for a drink or other purpose.",NA,"high"
"56",12,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,20,1,"AI",1,"100% of the time",100,"It is a common safety practice to lock your car when leaving it unattended, especially in a public place. Helen most likely does this consistently to protect her belongings.",NA,"high"
"57",13,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,21,1,"AI",1,"90% of the time",90,"It is common for people to pick their pizza toppings when ordering, as it allows for customization and personal preference. Gary probably selects his toppings most of the time.",NA,"high"
"58",14,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,22,1,"AI",1,"100% of the time",100,"Rinsing dishes is a common practice after washing them to remove soap residue, ensuring they are clean and ready for use. Julia's intention to wash the dishes to avoid annoying her roommates indicates she would likely rinse them as part of the process.",NA,"high"
"59",15,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,23,1,"AI",1,"90% of the time",90,"Given Emma's financial situation and the fact that she borrows books from the library frequently, it is likely that she usually checks out the books when getting them from the library.",NA,"high"
"60",16,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,24,1,"AI",1,"100% of the time",100,"Detergent is an essential component in cleaning clothes during laundry, so Logan is likely to use it every time he does laundry.",NA,"high"
"61",17,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,3,1,"AI",1,"100% of the time",100,"It is a common practice to dispose of empty cans after using their contents, so Jim most likely throws the can away every time he feeds the dog.",NA,"high"
"62",18,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,4,1,"AI",1,"100% of the time",100,"It is a legal requirement to purchase a ticket to ride the subway, so Jane likely buys a ticket every time she takes the subway to avoid any penalties.",NA,"high"
"63",19,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap is a very basic step after fueling up a vehicle to prevent fuel leakage and maintain safety, so it is highly likely that Rick does this every time.",NA,"high"
"64",21,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,7,1,"AI",1,"100% of the time",100,"Brian would need to get off at his stop in order to complete his commute, so he most likely gets off at his stop every time he takes the train.",NA,"high"
"65",22,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,8,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to always grab their house keys when leaving the house, especially when going to work, to ensure they can enter back in when returning.",NA,"high"
"66",23,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,9,1,"AI",1,"100% of the time",100,"It is common practice to receive examination or consultation during a visit to a medical practice, so Bruce most likely gets examined by the doctor every time he goes.",NA,"high"
"67",0,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,1,3,"AI",1,"100% of the time",100,"In order to purchase groceries, one typically pays the cashier at a store, so it is reasonable to assume John always pays the cashier when shopping.",NA,"low"
"68",1,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,1,5,"AI",1,"100% of the time",100,"It is a common practice to pay for items when shopping, so it can be assumed that John pays the cashier every time he goes shopping.",NA,"low"
"69",2,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,11,3,"AI",1,"100% of the time",100,"Skydiving involves jumping out of a plane, so it is safe to assume that Jared always jumps out of the plane when participating in a skydiving course.",NA,"low"
"70",3,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,11,5,"AI",1,"100% of the time",100,"When participating in skydiving courses, jumping out of a plane is the main activity, so it is reasonable to assume that Jared always jumps when going skydiving.",NA,"low"
"71",4,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,12,3,"AI",1,"100% of the time",100,"The purpose of writing a letter is usually to send it to the recipient, so it can be assumed that Amy always mails her letters after writing them.",NA,"low"
"72",5,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,12,5,"AI",1,"100% of the time",100,"Amy enjoys writing letters especially around holidays, so it is reasonable to assume that she always mails the letters she writes to people she is close to.",NA,"low"
"73",6,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,13,3,"AI",1,"10% of the time",10,"Typically, people who take the bus walk to the bus stop, so it is safe to assume that Adam almost always walks to the bus stop when taking the bus in the morning.",NA,"low"
"74",7,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,13,5,"AI",1,"5% of the time",5,"Since Adam mentioned that he took the bus, it is safe to assume that he usually walks to the bus stop and takes the bus, with the occurrence of walking being minimal.",NA,"low"
"75",8,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,14,3,"AI",1,"80% of the time",80,"Trying clothes on is a common practice when shopping for clothes, so it is likely that Esther tries something on most of the time when she goes shopping.",NA,"low"
"76",9,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,14,5,"AI",1,"70% of the time",70,"Trying on clothes is a common practice when shopping for clothing, as it is necessary to ensure the fit and style before making a purchase.",NA,"low"
"77",10,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,15,3,"AI",1,"100% of the time",100,"Boiling pasta in water is a fundamental step in cooking pasta, so it can be assumed that Nick always boils it in water when making pasta.",NA,"low"
"78",11,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,15,5,"AI",1,"100% of the time",100,"Boiling pasta in water is a basic step in cooking pasta dishes, so it is safe to assume that Nick boils pasta in water every time he makes it.",NA,"low"
"79",12,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,16,3,"AI",1,"90% of the time",90,"Preheating the oven is a common step in baking to ensure the proper temperature for the baked goods, so it is likely that Grace pre-heats the oven almost every time she bakes a cake.",NA,"low"
"80",13,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,16,5,"AI",1,"90% of the time",90,"Pre-heating the oven is a critical step in baking a cake as it helps ensure the batter cooks evenly, so it is likely that Grace pre-heats the oven almost every time she bakes a cake.",NA,"low"
"81",14,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,17,3,"AI",1,"95% of the time",95,"It is common practice for people to bring their cell phones with them when flying for communication, entertainment, and emergencies. Given Greg's frequent traveling habits, it is highly likely that he brings his cell phone on board almost every time.",NA,"low"
"82",15,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,17,5,"AI",1,"95% of the time",95,"It is common for people to carry their cell phones when flying for communication, entertainment, or emergencies, so it is highly likely that Greg usually carries his cell phone on board with him.",NA,"low"
"83",16,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,18,3,"AI",1,"100% of the time",100,"Cutting hair with something other than scissors is uncommon, so it is safe to assume that Sandy always uses scissors when cutting her hair.",NA,"low"
"84",17,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,18,5,"AI",1,"100% of the time",100,"Sandy cuts her own hair, so it is safe to assume that she always uses scissors when doing so.",NA,"low"
"85",18,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,19,3,"AI",1,"100% of the time",100,"When attending a photography exhibition, it is expected that one would look at the photographs, so it is safe to assume Henry does so every time.",NA,"low"
"86",19,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,19,5,"AI",1,"100% of the time",100,"It is expected that when someone goes to a photo exhibit, they would look at photographs, as that is the main focus of such exhibitions.",NA,"low"
"87",20,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,2,3,"AI",1,"100% of the time",100,"When going to a restaurant, the main activity is eating. It is safe to assume that Mary always eats when going to a restaurant, as that is the primary purpose of visiting a dining establishment.",NA,"low"
"88",21,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,2,5,"AI",1,"100% of the time",100,"It is common behavior for people to eat at restaurants, especially after an interview when they might be hungry.",NA,"low"
"89",22,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,20,3,"AI",1,"100% of the time",100,"It is a common safety practice for people to always lock their cars when they park, so it is reasonable to assume that Helen always locks her car after parking it.",NA,"low"
"90",23,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,20,5,"AI",1,"100% of the time",100,"It is a common safety practice for individuals to lock their cars after parking to secure their belongings and deter theft.",NA,"low"
"91",24,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,21,3,"nan",1,"100% of the time",100,"It is a common practice for customers to choose the toppings when ordering a pizza. Therefore, it is safe to assume that Gary always picks the toppings when he orders pizza.",NA,"low"
"92",25,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,21,5,"AI",1,"100% of the time",100,"When ordering pizza, selecting the toppings is a common part of customizing the order to one's preference, so it is safe to assume that Gary always picks the toppings.",NA,"low"
"93",26,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,22,3,"AI",1,"100% of the time",100,"Rinsing dishes after washing them is a common practice for cleanliness, so it is safe to assume Julia always rinses them after doing the dishes.",NA,"low"
"94",27,"2024-04-21_15-27_gpt-3.5-turbo_t-1_few_shot_fr_low_rate_mislead_Low","gpt-3.5-turbo","few_shot",1,22,5,"AI",1,"100% of the time",100,"Rinsing the dishes is a common practice after washing dishes, as it helps to remove any soap residue and ensure they are clean. It is safe to assume that Julia always rinses the dishes after washing them to maintain cleanliness.",NA,"low"
